,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal,Translated
1765,"Efek vaksin booster emang bikin ngantuk, ya? Ngantuk banget.🥱",Efek vaksin booster emang bikin ngantuk ya Ngantuk banget ,efek vaksin booster emang bikin ngantuk ya ngantuk banget ,efek vaksin booster emang bikin ngantuk ya ngantuk banget,"['efek', 'vaksin', 'booster', 'emang', 'bikin', 'ngantuk', 'ya', 'ngantuk', 'banget']","['efek', 'vaksin', 'booster', 'emang', 'bikin', 'ngantuk', 'ngantuk', 'banget']","the effect of the booster vaccine really makes you sleepy, really sleepy"
1766,"ini pusing krn matahari smg bawah, apa krn efek vaksin ya",ini pusing krn matahari smg bawah apa krn efek vaksin ya,ini pusing krn matahari smg bawah apa krn efek vaksin ya,ini pusing karena matahari semoga bawah apa karena efek vaksin ya,"['ini', 'pusing', 'karena', 'matahari', 'semoga', 'bawah', 'apa', 'karena', 'efek', 'vaksin', 'ya']","['pusing', 'matahari', 'semoga', 'bawah', 'apa', 'efek', 'vaksin']","i'm dizzy because of the sun, hopefully it's going down because of the vaccine effect"
1767,@alamortgrl aaa good luck kak 🌞 kalo pas vaksin dosis 1 sama 2 ngerasa efek samping gak kak selain pegel?, aaa good luck kak kalo pas vaksin dosis sama ngerasa efek samping gak kak selain pegel , aaa good luck kak kalo pas vaksin dosis sama ngerasa efek samping gak kak selain pegel ,aaa good luck kak kalo pas vaksin dosis sama ngerasa efek samping gak kak selain pegel,"['aaa', 'good', 'luck', 'kak', 'kalo', 'pas', 'vaksin', 'dosis', 'sama', 'ngerasa', 'efek', 'samping', 'gak', 'kak', 'selain', 'pegel']","['aaa', 'good', 'luck', 'kak', 'kalo', 'pas', 'vaksin', 'dosis', 'sama', 'ngerasa', 'efek', 'samping', 'gak', 'kak', 'pegel']","aaa good luck, sis, if you feel the same dose of the vaccine, do you feel any side effects, sis, apart from the stiffness"
1768,"Efek vaksin langsung 39,2 tengah malem ni. Semoga besok Allah kasih sehat lg ya nak 😭",Efek vaksin langsung tengah malem ni Semoga besok Allah kasih sehat lg ya nak ,efek vaksin langsung tengah malem ni semoga besok allah kasih sehat lg ya nak ,efek vaksin langsung tengah malem ni semoga besok allah kasih sehat lagi ya nak,"['efek', 'vaksin', 'langsung', 'tengah', 'malem', 'ni', 'semoga', 'besok', 'allah', 'kasih', 'sehat', 'lagi', 'ya', 'nak']","['efek', 'vaksin', 'langsung', 'tengah', 'malem', 'ni', 'semoga', 'besok', 'allah', 'kasih', 'sehat', 'nak']","the effect of the vaccine is right in the middle of the night, hopefully tomorrow allah will give you health again, son"
1769,Efek tumgi dan vaksin. Kalendra gets cranky all day long.,Efek tumgi dan vaksin Kalendra gets cranky all day long ,efek tumgi dan vaksin kalendra gets cranky all day long ,efek tumgi dan vaksin kalendra gets cranky all day long,"['efek', 'tumgi', 'dan', 'vaksin', 'kalendra', 'gets', 'cranky', 'all', 'day', 'long']","['efek', 'tumgi', 'vaksin', 'kalendra', 'gets', 'cranky', 'all', 'day', 'long']",the effect of the height and the kalendra vaccine gets cranky all day long
1770,"Vaksin gmn om?
Keluar syariat Islam ga kira2?
Soalnya itu virus nya cm modal testpack.
Kok seorang pemuka agama ga ada yg berkoar soal efek vaksin?
Apa g ngerti atau g ngerti tipu daya Dajjal ?

CC : @MprAldo @GratisTerbaik @aagym @StopPlandemit",Vaksin gmn om Keluar syariat Islam ga Soalnya itu virus nya cm modal testpack Kok seorang pemuka agama ga ada yg berkoar soal efek vaksin Apa g ngerti atau g ngerti tipu daya Dajjal CC ,vaksin gmn om keluar syariat islam ga soalnya itu virus nya cm modal testpack kok seorang pemuka agama ga ada yg berkoar soal efek vaksin apa g ngerti atau g ngerti tipu daya dajjal cc ,vaksin gimana om keluar syariat islam gak soalnya itu virus nya cuma modal testpack kok seorang pemuka agama gak ada yang berkoar soal efek vaksin apa g ngerti atau g ngerti tipu daya dajjal cc,"['vaksin', 'gimana', 'om', 'keluar', 'syariat', 'islam', 'gak', 'soalnya', 'itu', 'virus', 'nya', 'cuma', 'modal', 'testpack', 'kok', 'seorang', 'pemuka', 'agama', 'gak', 'ada', 'yang', 'berkoar', 'soal', 'efek', 'vaksin', 'apa', 'g', 'ngerti', 'atau', 'g', 'ngerti', 'tipu', 'daya', 'dajjal', 'cc']","['vaksin', 'gimana', 'om', 'keluar', 'syariat', 'islam', 'gak', 'soalnya', 'virus', 'nya', 'cuma', 'modal', 'testpack', 'kok', 'seorang', 'pemuka', 'agama', 'gak', 'berkoar', 'soal', 'efek', 'vaksin', 'apa', 'g', 'ngerti', 'g', 'ngerti', 'tipu', 'daya', 'dajjal', 'cc']","what about vaccines, uncle, out of islamic law, the problem is that the virus is only a testpack capital, how come a religious leader doesn't boast about the effects of vaccines, don't understand or don't understand the deception of the antichrist cc"
1771,"Vaksin pertama dan kedua ga ada efek apa2, giliran vaksin booster bener2 bikin badan kaya abis di gigit nyamuk chikungunya",Vaksin pertama dan kedua ga ada efek giliran vaksin booster bikin badan kaya abis di gigit nyamuk chikungunya,vaksin pertama dan kedua ga ada efek giliran vaksin booster bikin badan kaya abis di gigit nyamuk chikungunya,vaksin pertama dan kedua gak ada efek giliran vaksin booster bikin badan kaya habis di gigit nyamuk chikungunya,"['vaksin', 'pertama', 'dan', 'kedua', 'gak', 'ada', 'efek', 'giliran', 'vaksin', 'booster', 'bikin', 'badan', 'kaya', 'habis', 'di', 'gigit', 'nyamuk', 'chikungunya']","['vaksin', 'pertama', 'kedua', 'gak', 'efek', 'giliran', 'vaksin', 'booster', 'bikin', 'badan', 'kaya', 'habis', 'gigit', 'nyamuk', 'chikungunya']","the first and second vaccines had no effect, the turn of the booster vaccine made the body like it had been bitten by a chikungunya mosquito"
1772,"@sasstudiec aku baru bgt vaksin tdi, tpi smpe skrg yg di rasa cuma ngilu dikit si di pas bagian yg disuntiknya semoga aja nnti ga ada efek sampingnya kya panas/meriang wkwk", aku baru bgt vaksin tdi tpi smpe skrg yg di rasa cuma ngilu dikit si di pas bagian yg disuntiknya semoga aja nnti ga ada efek sampingnya kya panas meriang wkwk, aku baru bgt vaksin tdi tpi smpe skrg yg di rasa cuma ngilu dikit si di pas bagian yg disuntiknya semoga aja nnti ga ada efek sampingnya kya panas meriang wkwk,aku baru banget vaksin tdi tpi sampai sekarang yang di rasa cuma ngilu dikit si di pas bagian yang disuntiknya semoga aja nanti gak ada efek sampingnya kayak panas meriang wkwkwk,"['aku', 'baru', 'banget', 'vaksin', 'tdi', 'tpi', 'sampai', 'sekarang', 'yang', 'di', 'rasa', 'cuma', 'ngilu', 'dikit', 'si', 'di', 'pas', 'bagian', 'yang', 'disuntiknya', 'semoga', 'aja', 'nanti', 'gak', 'ada', 'efek', 'sampingnya', 'kayak', 'panas', 'meriang', 'wkwkwk']","['aku', 'baru', 'banget', 'vaksin', 'tdi', 'tpi', 'sekarang', 'rasa', 'cuma', 'ngilu', 'dikit', 'si', 'pas', 'bagian', 'disuntiknya', 'semoga', 'aja', 'gak', 'efek', 'sampingnya', 'kayak', 'panas', 'meriang', 'wkwkwk']","i'm really new to the vaccine, but until now all i feel is a little sore at the part where it was injected, hopefully there won't be any side effects like hot flashes."
1773,@agustushanhan ada efek sampingnya ga kak? aku masih maju mundur buat vaksin ke 3, ada efek sampingnya ga kak aku masih maju mundur buat vaksin ke , ada efek sampingnya ga kak aku masih maju mundur buat vaksin ke ,ada efek sampingnya gak kak aku masih maju mundur buat vaksin ke,"['ada', 'efek', 'sampingnya', 'gak', 'kak', 'aku', 'masih', 'maju', 'mundur', 'buat', 'vaksin', 'ke']","['efek', 'sampingnya', 'gak', 'kak', 'aku', 'maju', 'mundur', 'buat', 'vaksin']","are there any side effects, sis? i'm still going back and forth for the vaccine"
1774,"@e100ss Efek samping vaksin, pembekuan darah pada jantung", Efek samping vaksin pembekuan darah pada jantung, efek samping vaksin pembekuan darah pada jantung,efek samping vaksin pembekuan darah pada jantung,"['efek', 'samping', 'vaksin', 'pembekuan', 'darah', 'pada', 'jantung']","['efek', 'samping', 'vaksin', 'pembekuan', 'darah', 'jantung']",side effects of blood clot vaccine on the heart
1775,@abu_waras Efek vaksin begitulah, Efek vaksin begitulah, efek vaksin begitulah,efek vaksin begitulah,"['efek', 'vaksin', 'begitulah']","['efek', 'vaksin', 'begitulah']",that's the effect of the vaccine
1776,"Baru sempet vaksin booster hari ini.
Pas di suntik nggak sakit sama sekali tp efek sampingnya wahhh. Badan berasa sakit semua, demam terus gaenak aja rasanya ni badan🥲🥲",Baru sempet vaksin booster hari ini Pas di suntik nggak sakit sama sekali tp efek sampingnya wahhh Badan berasa sakit semua demam terus gaenak aja rasanya ni badan ,baru sempet vaksin booster hari ini pas di suntik nggak sakit sama sekali tp efek sampingnya wahhh badan berasa sakit semua demam terus gaenak aja rasanya ni badan ,baru sempet vaksin booster hari ini pas di suntik gak sakit sama sekali tp efek sampingnya wahhh badan berasa sakit semua demam terus gaenak aja rasanya ni badan,"['baru', 'sempet', 'vaksin', 'booster', 'hari', 'ini', 'pas', 'di', 'suntik', 'gak', 'sakit', 'sama', 'sekali', 'tp', 'efek', 'sampingnya', 'wahhh', 'badan', 'berasa', 'sakit', 'semua', 'demam', 'terus', 'gaenak', 'aja', 'rasanya', 'ni', 'badan']","['baru', 'sempet', 'vaksin', 'booster', 'hari', 'pas', 'suntik', 'gak', 'sakit', 'sama', 'sekali', 'tp', 'efek', 'sampingnya', 'wahhh', 'badan', 'berasa', 'sakit', 'semua', 'demam', 'terus', 'gaenak', 'aja', 'rasanya', 'ni', 'badan']","i just had the booster vaccine today, when i was injected, it didn't hurt at all, but the side effects, wow, my body hurts, all the fever and i don't feel good, my body"
1777,"@Natural_michin @NIAS2013 Sama didaerah2 skrg musim kematian mendadak dgn istilah serangan jantung,padahal 86, tau sama taulah pada curiga efek vaksin,tapi pada diam menghargai yg sudah divaksin", Sama skrg musim kematian mendadak dgn istilah serangan jantung padahal tau sama taulah pada curiga efek vaksin tapi pada diam menghargai yg sudah divaksin, sama skrg musim kematian mendadak dgn istilah serangan jantung padahal tau sama taulah pada curiga efek vaksin tapi pada diam menghargai yg sudah divaksin,sama sekarang musim kematian mendadak dgn istilah serangan jantung padahal tau sama taulah pada curiga efek vaksin tapi pada diam menghargai yang sudah divaksin,"['sama', 'sekarang', 'musim', 'kematian', 'mendadak', 'dgn', 'istilah', 'serangan', 'jantung', 'padahal', 'tau', 'sama', 'taulah', 'pada', 'curiga', 'efek', 'vaksin', 'tapi', 'pada', 'diam', 'menghargai', 'yang', 'sudah', 'divaksin']","['sama', 'sekarang', 'musim', 'kematian', 'mendadak', 'dgn', 'istilah', 'serangan', 'jantung', 'padahal', 'tau', 'sama', 'taulah', 'curiga', 'efek', 'vaksin', 'diam', 'menghargai', 'divaksin']","at the same time, this is the season of sudden death with the term heart attack even though you know the same, you know you are suspicious of the effects of vaccines but you silently respect those who have been vaccinated"
1778,@JesusIs61742625 Sudah sangat hanyak efek vaksin ini berlaku diseluruh dunia yg memakan korban jiwa, Sudah sangat hanyak efek vaksin ini berlaku diseluruh dunia yg memakan korban jiwa, sudah sangat hanyak efek vaksin ini berlaku diseluruh dunia yg memakan korban jiwa,sudah sangat hanyak efek vaksin ini berlaku diseluruh dunia yang memakan korban jiwa,"['sudah', 'sangat', 'hanyak', 'efek', 'vaksin', 'ini', 'berlaku', 'diseluruh', 'dunia', 'yang', 'memakan', 'korban', 'jiwa']","['sangat', 'hanyak', 'efek', 'vaksin', 'berlaku', 'diseluruh', 'dunia', 'memakan', 'korban', 'jiwa']",the effect of this vaccine is very limited throughout the world which has claimed lives
1779,"@andrian17v @tharco Efek buruknya apa sih? Penyakit? Gw kan udah blg kalo selama keduanya saling setia, pake pengaman ya nggak masalah. HIV udah jadi penyakit yg gak menakutkan lagi. Ada ARV, PreP, bahkan mau dibikin vaksin nya skrg. Jasa sains bidang kedokteran tuh ❤️", Efek buruknya apa sih Penyakit Gw kan udah blg kalo selama keduanya saling setia pake pengaman ya nggak masalah HIV udah jadi penyakit yg gak menakutkan lagi Ada ARV PreP bahkan mau dibikin vaksin nya skrg Jasa sains bidang kedokteran tuh , efek buruknya apa sih penyakit gw kan udah blg kalo selama keduanya saling setia pake pengaman ya nggak masalah hiv udah jadi penyakit yg gak menakutkan lagi ada arv prep bahkan mau dibikin vaksin nya skrg jasa sains bidang kedokteran tuh ,efek buruknya apa sih penyakit gue kan sudah bilang kalo selama keduanya saling setia pake pengaman ya gak masalah hiv sudah jadi penyakit yang gak menakutkan lagi ada arv prep bahkan mau dibikin vaksin nya sekarang jasa sains bidang kedokteran tuh,"['efek', 'buruknya', 'apa', 'sih', 'penyakit', 'gue', 'kan', 'sudah', 'bilang', 'kalo', 'selama', 'keduanya', 'saling', 'setia', 'pake', 'pengaman', 'ya', 'gak', 'masalah', 'hiv', 'sudah', 'jadi', 'penyakit', 'yang', 'gak', 'menakutkan', 'lagi', 'ada', 'arv', 'prep', 'bahkan', 'mau', 'dibikin', 'vaksin', 'nya', 'sekarang', 'jasa', 'sains', 'bidang', 'kedokteran', 'tuh']","['efek', 'buruknya', 'apa', 'sih', 'penyakit', 'gue', 'kan', 'bilang', 'kalo', 'selama', 'keduanya', 'saling', 'setia', 'pake', 'pengaman', 'gak', 'masalah', 'hiv', 'jadi', 'penyakit', 'gak', 'menakutkan', 'arv', 'prep', 'bahkan', 'mau', 'dibikin', 'vaksin', 'nya', 'sekarang', 'jasa', 'sains', 'bidang', 'kedokteran', 'tuh']","what are the bad effects of the disease? i already said that as long as the two of them are loyal to each other, they use protection, it's not a problem, hiv has become a disease that isn't scary anymore."
1780,"Dua akun gede adu bacot gegara salah satu kubu ada yg meninggal mendadak. Meninggalnya padahal gegara efek samping vak5in , yg dua akun gede tersebut pendukung vaksin pula 😂😂.",Dua akun gede adu bacot gegara salah satu kubu ada yg meninggal mendadak Meninggalnya padahal gegara efek samping yg dua akun gede tersebut pendukung vaksin pula ,dua akun gede adu bacot gegara salah satu kubu ada yg meninggal mendadak meninggalnya padahal gegara efek samping yg dua akun gede tersebut pendukung vaksin pula ,dua akun gede adu bacot gegara salah satu kubu ada yang meninggal mendadak meninggalnya padahal gegara efek samping yang dua akun gede tersebut pendukung vaksin pula,"['dua', 'akun', 'gede', 'adu', 'bacot', 'gegara', 'salah', 'satu', 'kubu', 'ada', 'yang', 'meninggal', 'mendadak', 'meninggalnya', 'padahal', 'gegara', 'efek', 'samping', 'yang', 'dua', 'akun', 'gede', 'tersebut', 'pendukung', 'vaksin', 'pula']","['akun', 'gede', 'adu', 'bacot', 'gegara', 'salah', 'satu', 'kubu', 'meninggal', 'mendadak', 'meninggalnya', 'padahal', 'gegara', 'efek', 'samping', 'akun', 'gede', 'tersebut', 'pendukung', 'vaksin']","two big accounts got into an argument because one side died suddenly, even though it was due to side effects, the two big accounts are also vaccine supporters"
1781,"@ketekbuluwangi @laki2enjoy Kasian dia Bang, efek Gak vaksin jd ODGJ 🤣😂", Kasian dia Bang efek Gak vaksin jd ODGJ , kasian dia bang efek gak vaksin jd odgj ,kasihan dia bang efek gak vaksin jd odgj,"['kasihan', 'dia', 'bang', 'efek', 'gak', 'vaksin', 'jd', 'odgj']","['kasihan', 'bang', 'efek', 'gak', 'vaksin', 'jd', 'odgj']","i'm sorry for him, bro, the effect of the vaccine is not an odgj"
1782,Masih muda padahal mati efek vaksin,Masih muda padahal mati efek vaksin,masih muda padahal mati efek vaksin,masih muda padahal mati efek vaksin,"['masih', 'muda', 'padahal', 'mati', 'efek', 'vaksin']","['muda', 'padahal', 'mati', 'efek', 'vaksin']",still young even though it died from the effects of the vaccine
1783,"@_Banyoe hi tong
bolehlah bebas tiap jam posting video org2 mendadak ninggal buat mancing opini tertentu
sayangnya semua video nda disertai tahun kejadian hi lha klo zaman pak harto gimana? jangan2 efek vaksin polio kali ya eh vaksin cacar eh vaksin hepatitis eh 
https://t.co/n63IVMt3Cs", hi tong bolehlah bebas tiap jam posting video mendadak ninggal buat mancing opini tertentu sayangnya semua video nda disertai tahun kejadian hi lha klo zaman pak harto gimana efek vaksin polio kali ya eh vaksin cacar eh vaksin hepatitis eh https t co , hi tong bolehlah bebas tiap jam posting video mendadak ninggal buat mancing opini tertentu sayangnya semua video nda disertai tahun kejadian hi lha klo zaman pak harto gimana efek vaksin polio kali ya eh vaksin cacar eh vaksin hepatitis eh https t co ,hi tong bolehlah bebas tiap jam posting video mendadak ninggal buat mancing opini tertentu sayangnya semua video gak disertai tahun kejadian hi lha kalau zaman pak harto gimana efek vaksin polio kali ya eh vaksin cacar eh vaksin hepatitis eh https t co,"['hi', 'tong', 'bolehlah', 'bebas', 'tiap', 'jam', 'posting', 'video', 'mendadak', 'ninggal', 'buat', 'mancing', 'opini', 'tertentu', 'sayangnya', 'semua', 'video', 'gak', 'disertai', 'tahun', 'kejadian', 'hi', 'lha', 'kalau', 'zaman', 'pak', 'harto', 'gimana', 'efek', 'vaksin', 'polio', 'kali', 'ya', 'eh', 'vaksin', 'cacar', 'eh', 'vaksin', 'hepatitis', 'eh', 'https', 't', 'co']","['hi', 'tong', 'bolehlah', 'bebas', 'tiap', 'jam', 'posting', 'video', 'mendadak', 'ninggal', 'buat', 'mancing', 'opini', 'tertentu', 'sayangnya', 'semua', 'video', 'gak', 'disertai', 'tahun', 'kejadian', 'hi', 'lha', 'kalau', 'zaman', 'pak', 'harto', 'gimana', 'efek', 'vaksin', 'polio', 'kali', 'eh', 'vaksin', 'cacar', 'eh', 'vaksin', 'hepatitis', 'eh', 'https', 't', 'co']","hi, you can be free every hour to post videos suddenly leaving to provoke certain opinions, unfortunately all videos are not accompanied by the year of incident, hi, during pak harto's time, what was the effect of the polio vaccine, huh, smallpox vaccine, hepatitis vaccine, eh https t co"
1784,@calonjenazah85 Anehnya kok para wanita disitu yg hadir kok gak risih liat pria berpakaian meniru wanita? Apa karena efek vaksin?, Anehnya kok para wanita disitu yg hadir kok gak risih liat pria berpakaian meniru wanita Apa karena efek vaksin , anehnya kok para wanita disitu yg hadir kok gak risih liat pria berpakaian meniru wanita apa karena efek vaksin ,anehnya kok para wanita disitu yang hadir kok gak risih liat pria berpakaian meniru wanita apa karena efek vaksin,"['anehnya', 'kok', 'para', 'wanita', 'disitu', 'yang', 'hadir', 'kok', 'gak', 'risih', 'liat', 'pria', 'berpakaian', 'meniru', 'wanita', 'apa', 'karena', 'efek', 'vaksin']","['anehnya', 'kok', 'wanita', 'disitu', 'hadir', 'kok', 'gak', 'risih', 'liat', 'pria', 'berpakaian', 'meniru', 'wanita', 'apa', 'efek', 'vaksin']",it's strange how come the women there who were present didn't bother seeing men dress imitating women because of the effects of the vaccine
1785,"@StopPlandemit Iya mak, baru search ""vaksin"" di profilnya, isinya promosiin semua, dan ada 1 tweet yg dia minta di boster.

Semakin banyak bukti efek samping sakit jantung.", Iya mak baru search vaksin di profilnya isinya promosiin semua dan ada tweet yg dia minta di boster Semakin banyak bukti efek samping sakit jantung , iya mak baru search vaksin di profilnya isinya promosiin semua dan ada tweet yg dia minta di boster semakin banyak bukti efek samping sakit jantung ,iya mak baru search vaksin di profilnya isinya promosiin semua dan ada tweet yang dia minta di boster semakin banyak bukti efek samping sakit jantung,"['iya', 'mak', 'baru', 'search', 'vaksin', 'di', 'profilnya', 'isinya', 'promosiin', 'semua', 'dan', 'ada', 'tweet', 'yang', 'dia', 'minta', 'di', 'boster', 'semakin', 'banyak', 'bukti', 'efek', 'samping', 'sakit', 'jantung']","['iya', 'mak', 'baru', 'search', 'vaksin', 'profilnya', 'isinya', 'promosiin', 'semua', 'tweet', 'minta', 'boster', 'semakin', 'banyak', 'bukti', 'efek', 'samping', 'sakit', 'jantung']","yes, i just searched for vaccines on his profile, the content was promoting everything and there was a tweet that he asked for on boosters, more and more evidence of side effects of heart disease"
1786,"@DokterTifa Gimana bu, kasus ginjal jadinya masih efek vaksin??", Gimana bu kasus ginjal jadinya masih efek vaksin , gimana bu kasus ginjal jadinya masih efek vaksin ,gimana bu kasus ginjal jadinya masih efek vaksin,"['gimana', 'bu', 'kasus', 'ginjal', 'jadinya', 'masih', 'efek', 'vaksin']","['gimana', 'bu', 'kasus', 'ginjal', 'jadinya', 'efek', 'vaksin']",what about the kidney case so it's still the effect of the vaccine
1787,"@18fesss Fikiranya di loss in aja nder, janga  pernah berfikir yang engga2 soal efek vaksin apalagi udah kerasa sakit dikit, udah jangan sampai dipikirin, sebenarnya sumber sakit yang paling utama itu fikiran. Aku vaksin 2x booster 2x Alhamdulillah ga ada efek parah, cuma agak sakit doang", Fikiranya di loss in aja nder janga pernah berfikir yang soal efek vaksin apalagi udah kerasa sakit dikit udah jangan sampai dipikirin sebenarnya sumber sakit yang paling utama itu fikiran Aku vaksin booster Alhamdulillah ga ada efek parah cuma agak sakit doang, fikiranya di loss in aja nder janga pernah berfikir yang soal efek vaksin apalagi udah kerasa sakit dikit udah jangan sampai dipikirin sebenarnya sumber sakit yang paling utama itu fikiran aku vaksin booster alhamdulillah ga ada efek parah cuma agak sakit doang,fikiranya di loss in aja nder janga pernah berfikir yang soal efek vaksin apalagi sudah kerasa sakit dikit sudah jangan sampai dipikirin sebenarnya sumber sakit yang paling utama itu fikiran aku vaksin booster alhamdulillah gak ada efek parah cuma agak sakit doang,"['fikiranya', 'di', 'loss', 'in', 'aja', 'nder', 'janga', 'pernah', 'berfikir', 'yang', 'soal', 'efek', 'vaksin', 'apalagi', 'sudah', 'kerasa', 'sakit', 'dikit', 'sudah', 'jangan', 'sampai', 'dipikirin', 'sebenarnya', 'sumber', 'sakit', 'yang', 'paling', 'utama', 'itu', 'fikiran', 'aku', 'vaksin', 'booster', 'alhamdulillah', 'gak', 'ada', 'efek', 'parah', 'cuma', 'agak', 'sakit', 'doang']","['fikiranya', 'loss', 'in', 'aja', 'nder', 'janga', 'pernah', 'berfikir', 'soal', 'efek', 'vaksin', 'kerasa', 'sakit', 'dikit', 'jangan', 'dipikirin', 'sebenarnya', 'sumber', 'sakit', 'paling', 'utama', 'fikiran', 'aku', 'vaksin', 'booster', 'alhamdulillah', 'gak', 'efek', 'parah', 'cuma', 'sakit', 'doang']","i think it's just a loss, don't ever think about the effect of the vaccine, especially if you already feel a little sick, don't even think about it, actually the most important source of pain is my thoughts, a booster vaccine, thank god, there's no serious effect, it's just a little painful"
1788,@18fesss Gua kena alergi setelah vaksin booster padahal vaksin 1 dan 2 gak ada efek sama sekali., Gua kena alergi setelah vaksin booster padahal vaksin dan gak ada efek sama sekali , gua kena alergi setelah vaksin booster padahal vaksin dan gak ada efek sama sekali ,gue kena alergi setelah vaksin booster padahal vaksin dan gak ada efek sama sekali,"['gue', 'kena', 'alergi', 'setelah', 'vaksin', 'booster', 'padahal', 'vaksin', 'dan', 'gak', 'ada', 'efek', 'sama', 'sekali']","['gue', 'kena', 'alergi', 'vaksin', 'booster', 'padahal', 'vaksin', 'gak', 'efek', 'sama', 'sekali']",i got an allergy after the booster vaccine even though the vaccine had no effect at all
1789,efek vaksin hari ini baru berasa huh🥲,efek vaksin hari ini baru berasa huh ,efek vaksin hari ini baru berasa huh ,efek vaksin hari ini baru berasa huh,"['efek', 'vaksin', 'hari', 'ini', 'baru', 'berasa', 'huh']","['efek', 'vaksin', 'hari', 'baru', 'berasa', 'huh']",i just felt the effect of today's vaccine huh
1790,"Hari ini bener2 kerjaan gue makan mulu, apa krna efek vaksin yaak?
sblm vaksin mam roti bakar 2 + bubur kacang hijau, plg vaksin makan soto ayam, cilok sm risol, siang dikit makan gado2, gorengan, makaroni basah, sorenya mam nasi padang :)",Hari ini kerjaan gue makan mulu apa krna efek vaksin yaak sblm vaksin mam roti bakar bubur kacang hijau plg vaksin makan soto ayam cilok sm risol siang dikit makan gorengan makaroni basah sorenya mam nasi padang ,hari ini kerjaan gue makan mulu apa krna efek vaksin yaak sblm vaksin mam roti bakar bubur kacang hijau plg vaksin makan soto ayam cilok sm risol siang dikit makan gorengan makaroni basah sorenya mam nasi padang ,hari ini kerjaan gue makan mulu apa karena efek vaksin yaak sebelum vaksin mam roti bakar bubur kacang hijau plg vaksin makan soto ayam cilok sama risol siang dikit makan gorengan makaroni basah sorenya mam nasi padang,"['hari', 'ini', 'kerjaan', 'gue', 'makan', 'mulu', 'apa', 'karena', 'efek', 'vaksin', 'yaak', 'sebelum', 'vaksin', 'mam', 'roti', 'bakar', 'bubur', 'kacang', 'hijau', 'plg', 'vaksin', 'makan', 'soto', 'ayam', 'cilok', 'sama', 'risol', 'siang', 'dikit', 'makan', 'gorengan', 'makaroni', 'basah', 'sorenya', 'mam', 'nasi', 'padang']","['hari', 'kerjaan', 'gue', 'makan', 'mulu', 'apa', 'efek', 'vaksin', 'yaak', 'vaksin', 'mam', 'roti', 'bakar', 'bubur', 'kacang', 'hijau', 'plg', 'vaksin', 'makan', 'soto', 'ayam', 'cilok', 'sama', 'risol', 'siang', 'dikit', 'makan', 'gorengan', 'makaroni', 'basah', 'sorenya', 'mam', 'nasi', 'padang']","what did i do for work today because of the effect of the vaccine? before the vaccine, mam, toast, green bean porridge, please vaccinate, eat cilok chicken soup and risol in the afternoon, eat a little fried wet macaroni in the afternoon, mam nasi padang"
1791,@Ndoro68295960 @maximv_satriaus @StopPlandemit @adit_youtuber Lah itu sumber dr rs sardjito kan ada penelitiannya dibaqah tulisannya ada jg dr who 🤣 jelas kan jwban gw dilapak awal vaksin gk bkn lu mati kec. Bdn lu emg udh rusak ama kimia sblmnya &amp; efek vaksin itu bs lu pelajari dr thimerosal ama isi cairannya 🤣🤣, Lah itu sumber dr rs sardjito kan ada penelitiannya dibaqah tulisannya ada jg dr who jelas kan jwban gw dilapak awal vaksin gk bkn lu mati kec Bdn lu emg udh rusak ama kimia sblmnya efek vaksin itu bs lu pelajari dr thimerosal ama isi cairannya , lah itu sumber dr rs sardjito kan ada penelitiannya dibaqah tulisannya ada jg dr who jelas kan jwban gw dilapak awal vaksin gk bkn lu mati kec bdn lu emg udh rusak ama kimia sblmnya efek vaksin itu bs lu pelajari dr thimerosal ama isi cairannya ,lah itu sumber dr rs sardjito kan ada penelitiannya dibaqah tulisannya ada jg dr who jelas kan jwban gue dilapak awal vaksin gak bukan lu mati kecamatan bdn lu emg sudah rusak ama kimia sebelumnya efek vaksin itu bisa lu pelajari dr thimerosal ama isi cairannya,"['lah', 'itu', 'sumber', 'dr', 'rs', 'sardjito', 'kan', 'ada', 'penelitiannya', 'dibaqah', 'tulisannya', 'ada', 'jg', 'dr', 'who', 'jelas', 'kan', 'jwban', 'gue', 'dilapak', 'awal', 'vaksin', 'gak', 'bukan', 'lu', 'mati', 'kecamatan', 'bdn', 'lu', 'emg', 'sudah', 'rusak', 'ama', 'kimia', 'sebelumnya', 'efek', 'vaksin', 'itu', 'bisa', 'lu', 'pelajari', 'dr', 'thimerosal', 'ama', 'isi', 'cairannya']","['lah', 'sumber', 'dr', 'rs', 'sardjito', 'kan', 'penelitiannya', 'dibaqah', 'tulisannya', 'jg', 'dr', 'who', 'jelas', 'kan', 'jwban', 'gue', 'dilapak', 'awal', 'vaksin', 'gak', 'bukan', 'lu', 'mati', 'kecamatan', 'bdn', 'lu', 'emg', 'rusak', 'ama', 'kimia', 'sebelumnya', 'efek', 'vaksin', 'lu', 'pelajari', 'dr', 'thimerosal', 'ama', 'isi', 'cairannya']","well, that's the source, dr. sardjito, right? there's research at the bottom of the article. there's also dr. who explained, my answer was on the initial site of the vaccine, isn't it? it's not that you died in the sub-district, your body was damaged or chemical before, you can learn about the effect of the vaccine from thimerosal and the liquid content"
