,Text,cleansing,case_folding,normalize_text,tokenization,stopword_removal
1625,Efek vaksin kepala berat 😷,Efek vaksin kepala berat ,efek vaksin kepala berat ,efek vaksin kepala berat,"['efek', 'vaksin', 'kepala', 'berat']","['efek', 'vaksin', 'kepala', 'berat']"
1626,Efek setelah vaksin tuh bikin linglung ngantuk pengen merem gini ya,Efek setelah vaksin tuh bikin linglung ngantuk pengen merem gini ya,efek setelah vaksin tuh bikin linglung ngantuk pengen merem gini ya,efek setelah vaksin tuh bikin linglung ngantuk pengen merem gini ya,"['efek', 'setelah', 'vaksin', 'tuh', 'bikin', 'linglung', 'ngantuk', 'pengen', 'merem', 'gini', 'ya']","['efek', 'vaksin', 'tuh', 'bikin', 'linglung', 'ngantuk', 'pengen', 'merem', 'gini']"
1627,"@StopPlandemit Edaaan bener...
Tidak ada alasan darurat untuk menyuntikkan vaksin covid yg masih dlm ijin kedaruratan. Untuk dewasa aja byk efek samping, apalagi buat anak.

Dear @BPOM_RI keputusan apaan ini, kalian dibayar berapa", Edaaan bener Tidak ada alasan darurat untuk menyuntikkan vaksin covid yg masih dlm ijin kedaruratan Untuk dewasa aja byk efek samping apalagi buat anak Dear keputusan apaan ini kalian dibayar berapa, edaaan bener tidak ada alasan darurat untuk menyuntikkan vaksin covid yg masih dlm ijin kedaruratan untuk dewasa aja byk efek samping apalagi buat anak dear keputusan apaan ini kalian dibayar berapa,edaaan benar tidak ada alasan darurat untuk menyuntikkan vaksin covid yang masih dlm ijin kedaruratan untuk dewasa aja banyak efek samping apalagi buat anak dear keputusan apaan ini kalian dibayar berapa,"['edaaan', 'benar', 'tidak', 'ada', 'alasan', 'darurat', 'untuk', 'menyuntikkan', 'vaksin', 'covid', 'yang', 'masih', 'dlm', 'ijin', 'kedaruratan', 'untuk', 'dewasa', 'aja', 'banyak', 'efek', 'samping', 'apalagi', 'buat', 'anak', 'dear', 'keputusan', 'apaan', 'ini', 'kalian', 'dibayar', 'berapa']","['edaaan', 'benar', 'alasan', 'darurat', 'menyuntikkan', 'vaksin', 'covid', 'dlm', 'ijin', 'kedaruratan', 'dewasa', 'aja', 'banyak', 'efek', 'samping', 'buat', 'anak', 'dear', 'keputusan', 'apaan', 'kalian', 'dibayar', 'berapa']"
1628,"@rahayu_qyu nek cacar yo menular, tp nek bisul ketoke ora wkwkwk. tp yg jelas efek negatif vaksin banyak disurpress media mainstream biar orang pada mau vaksin, eventually ekonomi bisa jalan lagi.", nek cacar yo menular tp nek bisul ketoke ora wkwkwk tp yg jelas efek negatif vaksin banyak disurpress media mainstream biar orang pada mau vaksin eventually ekonomi bisa jalan lagi , nek cacar yo menular tp nek bisul ketoke ora wkwkwk tp yg jelas efek negatif vaksin banyak disurpress media mainstream biar orang pada mau vaksin eventually ekonomi bisa jalan lagi ,nek cacar yo menular tp nek bisul ketoke ora wkwkwk tp yang jelas efek negatif vaksin banyak disurpress media mainstream biar orang pada mau vaksin eventually ekonomi bisa jalan lagi,"['nek', 'cacar', 'yo', 'menular', 'tp', 'nek', 'bisul', 'ketoke', 'ora', 'wkwkwk', 'tp', 'yang', 'jelas', 'efek', 'negatif', 'vaksin', 'banyak', 'disurpress', 'media', 'mainstream', 'biar', 'orang', 'pada', 'mau', 'vaksin', 'eventually', 'ekonomi', 'bisa', 'jalan', 'lagi']","['nek', 'cacar', 'yo', 'menular', 'tp', 'nek', 'bisul', 'ketoke', 'ora', 'wkwkwk', 'tp', 'jelas', 'efek', 'negatif', 'vaksin', 'banyak', 'disurpress', 'media', 'mainstream', 'biar', 'orang', 'mau', 'vaksin', 'eventually', 'ekonomi', 'jalan']"
1629,"@vndrngsmnd Orang sekitaran rumah banyak yg bisulan cuy setelah vaksin, gk tau karna efek vaksin apa karna bisulan termasuk pemyakit yg menular", Orang sekitaran rumah banyak yg bisulan cuy setelah vaksin gk tau karna efek vaksin apa karna bisulan termasuk pemyakit yg menular, orang sekitaran rumah banyak yg bisulan cuy setelah vaksin gk tau karna efek vaksin apa karna bisulan termasuk pemyakit yg menular,orang sekitaran rumah banyak yang bisulan cuy setelah vaksin gak tau karena efek vaksin apa karena bisulan termasuk pemyakit yang menular,"['orang', 'sekitaran', 'rumah', 'banyak', 'yang', 'bisulan', 'cuy', 'setelah', 'vaksin', 'gak', 'tau', 'karena', 'efek', 'vaksin', 'apa', 'karena', 'bisulan', 'termasuk', 'pemyakit', 'yang', 'menular']","['orang', 'sekitaran', 'rumah', 'banyak', 'bisulan', 'cuy', 'vaksin', 'gak', 'tau', 'efek', 'vaksin', 'apa', 'bisulan', 'termasuk', 'pemyakit', 'menular']"
1630,@detikcom Modifikasi cuaca malah mempunyai efek samping (adverse event) membuat ketidakseimbangan atmosfer cuaca layaknya obat-obatan dan vaksin. Hati-hati., Modifikasi cuaca malah mempunyai efek samping adverse event membuat ketidakseimbangan atmosfer cuaca layaknya obat obatan dan vaksin Hati hati , modifikasi cuaca malah mempunyai efek samping adverse event membuat ketidakseimbangan atmosfer cuaca layaknya obat obatan dan vaksin hati hati ,modifikasi cuaca malah mempunyai efek samping adverse event membuat ketidakseimbangan atmosfer cuaca layaknya obat obatan dan vaksin hati hati,"['modifikasi', 'cuaca', 'malah', 'mempunyai', 'efek', 'samping', 'adverse', 'event', 'membuat', 'ketidakseimbangan', 'atmosfer', 'cuaca', 'layaknya', 'obat', 'obatan', 'dan', 'vaksin', 'hati', 'hati']","['modifikasi', 'cuaca', 'malah', 'mempunyai', 'efek', 'samping', 'adverse', 'event', 'membuat', 'ketidakseimbangan', 'atmosfer', 'cuaca', 'layaknya', 'obat', 'obatan', 'vaksin', 'hati', 'hati']"
1631,"Apa yang didebut ""vaksin"" tidak mencegah infeksi atau penularan dan efek jangka pendek dan jangka panjangnya menyebabkan ribuan efek samping yang mengerikan?
#toxicbioweapon",Apa yang didebut vaksin tidak mencegah infeksi atau penularan dan efek jangka pendek dan jangka panjangnya menyebabkan ribuan efek samping yang mengerikan ,apa yang didebut vaksin tidak mencegah infeksi atau penularan dan efek jangka pendek dan jangka panjangnya menyebabkan ribuan efek samping yang mengerikan ,apa yang didebut vaksin tidak mencegah infeksi atau penularan dan efek jangka pendek dan jangka panjangnya menyebabkan ribuan efek samping yang mengerikan,"['apa', 'yang', 'didebut', 'vaksin', 'tidak', 'mencegah', 'infeksi', 'atau', 'penularan', 'dan', 'efek', 'jangka', 'pendek', 'dan', 'jangka', 'panjangnya', 'menyebabkan', 'ribuan', 'efek', 'samping', 'yang', 'mengerikan']","['apa', 'didebut', 'vaksin', 'mencegah', 'infeksi', 'penularan', 'efek', 'jangka', 'pendek', 'jangka', 'panjangnya', 'menyebabkan', 'ribuan', 'efek', 'samping', 'mengerikan']"
1632,"@_Banyoe Padahal dgn mudah bisa dikatakan sesuai saint bahwa itu penyebabnya efek vaksin,tapi dgn sorganya dajjal tak ada yg mampu mengatakan kejujuran", Padahal dgn mudah bisa dikatakan sesuai saint bahwa itu penyebabnya efek vaksin tapi dgn sorganya dajjal tak ada yg mampu mengatakan kejujuran, padahal dgn mudah bisa dikatakan sesuai saint bahwa itu penyebabnya efek vaksin tapi dgn sorganya dajjal tak ada yg mampu mengatakan kejujuran,padahal dgn mudah bisa dikatakan sesuai saint bahwa itu penyebabnya efek vaksin tapi dgn sorganya dajjal tak ada yang mampu mengatakan kejujuran,"['padahal', 'dgn', 'mudah', 'bisa', 'dikatakan', 'sesuai', 'saint', 'bahwa', 'itu', 'penyebabnya', 'efek', 'vaksin', 'tapi', 'dgn', 'sorganya', 'dajjal', 'tak', 'ada', 'yang', 'mampu', 'mengatakan', 'kejujuran']","['padahal', 'dgn', 'mudah', 'dikatakan', 'sesuai', 'saint', 'penyebabnya', 'efek', 'vaksin', 'dgn', 'sorganya', 'dajjal', 'tak', 'mampu', 'mengatakan', 'kejujuran']"
1633,"@orinoktarinn suntik catin u? 
wa sih kmren b.aja g ada efek apa2 sama kayak vaksin, g ada ngaruh 🤣🤣🤣", suntik catin u wa sih kmren b aja g ada efek sama kayak vaksin g ada ngaruh , suntik catin u wa sih kmren b aja g ada efek sama kayak vaksin g ada ngaruh ,suntik catin u wa sih kemarin b aja g ada efek sama kayak vaksin g ada ngaruh,"['suntik', 'catin', 'u', 'wa', 'sih', 'kemarin', 'b', 'aja', 'g', 'ada', 'efek', 'sama', 'kayak', 'vaksin', 'g', 'ada', 'ngaruh']","['suntik', 'catin', 'u', 'wa', 'sih', 'kemarin', 'b', 'aja', 'g', 'efek', 'sama', 'kayak', 'vaksin', 'g', 'ngaruh']"
1634,"di US lagi trending soal twitter files yg menguak banyak studi tentang efek negatif vaksin yang ditutupin atau disurpress oleh twitter sendiri pas jaman covid19. kalo temuan ilmiahnya signifikan, ngeri juga efek ""cherry-picking"" informasi ini.

😵",di US lagi trending soal twitter files yg menguak banyak studi tentang efek negatif vaksin yang ditutupin atau disurpress oleh twitter sendiri pas jaman kalo temuan ilmiahnya signifikan ngeri juga efek cherry picking informasi ini ,di us lagi trending soal twitter files yg menguak banyak studi tentang efek negatif vaksin yang ditutupin atau disurpress oleh twitter sendiri pas jaman kalo temuan ilmiahnya signifikan ngeri juga efek cherry picking informasi ini ,di us lagi trending soal twitter files yang menguak banyak studi tentang efek negatif vaksin yang ditutupin atau disurpress oleh twitter sendiri pas jaman kalo temuan ilmiahnya signifikan ngeri juga efek cherry picking informasi ini,"['di', 'us', 'lagi', 'trending', 'soal', 'twitter', 'files', 'yang', 'menguak', 'banyak', 'studi', 'tentang', 'efek', 'negatif', 'vaksin', 'yang', 'ditutupin', 'atau', 'disurpress', 'oleh', 'twitter', 'sendiri', 'pas', 'jaman', 'kalo', 'temuan', 'ilmiahnya', 'signifikan', 'ngeri', 'juga', 'efek', 'cherry', 'picking', 'informasi', 'ini']","['us', 'trending', 'soal', 'twitter', 'files', 'menguak', 'banyak', 'studi', 'efek', 'negatif', 'vaksin', 'ditutupin', 'disurpress', 'twitter', 'sendiri', 'pas', 'jaman', 'kalo', 'temuan', 'ilmiahnya', 'signifikan', 'ngeri', 'efek', 'cherry', 'picking', 'informasi']"
1635,"Apa efek vaksin gue jadi ngantukan, rmg lg gaenak badan sih. Atau efek dingin. Atau karena banyak pikiran.",Apa efek vaksin gue jadi ngantukan rmg lg gaenak badan sih Atau efek dingin Atau karena banyak pikiran ,apa efek vaksin gue jadi ngantukan rmg lg gaenak badan sih atau efek dingin atau karena banyak pikiran ,apa efek vaksin gue jadi ngantukan rmg lagi gaenak badan sih atau efek dingin atau karena banyak pikiran,"['apa', 'efek', 'vaksin', 'gue', 'jadi', 'ngantukan', 'rmg', 'lagi', 'gaenak', 'badan', 'sih', 'atau', 'efek', 'dingin', 'atau', 'karena', 'banyak', 'pikiran']","['apa', 'efek', 'vaksin', 'gue', 'jadi', 'ngantukan', 'rmg', 'gaenak', 'badan', 'sih', 'efek', 'dingin', 'banyak', 'pikiran']"
1636,"lemah, letih,lesu, kukira efek vaksin , 
ternyata efek mencintaimu.",lemah letih lesu kukira efek vaksin ternyata efek mencintaimu ,lemah letih lesu kukira efek vaksin ternyata efek mencintaimu ,lemah letih lesu kukira efek vaksin ternyata efek mencintaimu,"['lemah', 'letih', 'lesu', 'kukira', 'efek', 'vaksin', 'ternyata', 'efek', 'mencintaimu']","['lemah', 'letih', 'lesu', 'kukira', 'efek', 'vaksin', 'ternyata', 'efek', 'mencintaimu']"
1637,@snowangja efek vaksin kayaknya mah 😄, efek vaksin kayaknya mah , efek vaksin kayaknya mah ,efek vaksin kayanya mah,"['efek', 'vaksin', 'kayanya', 'mah']","['efek', 'vaksin', 'kayanya', 'mah']"
1638,"@oxfara Dalam RL ak jg sblm vaksin/pandemi berpil mksml gk ada seminggu, llu stlh vaksin/pandemi berpil aku kmrn smpe 4 minggu lbh... Smg yg di isukan berita burung itu (ttg efek vaksin) adl bohong gk bener wlw scr RL berpil ak bulan kmrn nyampe 4 mgg lbh. 
Note berpil is : BersinPilek", Dalam RL ak jg sblm vaksin pandemi berpil mksml gk ada seminggu llu stlh vaksin pandemi berpil aku kmrn smpe minggu lbh Smg yg di isukan berita burung itu ttg efek vaksin adl bohong gk bener wlw scr RL berpil ak bulan kmrn nyampe mgg lbh Note berpil is BersinPilek, dalam rl ak jg sblm vaksin pandemi berpil mksml gk ada seminggu llu stlh vaksin pandemi berpil aku kmrn smpe minggu lbh smg yg di isukan berita burung itu ttg efek vaksin adl bohong gk bener wlw scr rl berpil ak bulan kmrn nyampe mgg lbh note berpil is bersinpilek,dalam rl aku jg sebelum vaksin pandemi berpil mksml gak ada seminggu llu stlh vaksin pandemi berpil aku kemarin sampai minggu lbh semoga yang di isukan berita burung itu tentang efek vaksin adalah bohong gak benar wlw secara rl berpil aku bulan kemarin nyampe mgg lbh note berpil is bersinpilek,"['dalam', 'rl', 'aku', 'jg', 'sebelum', 'vaksin', 'pandemi', 'berpil', 'mksml', 'gak', 'ada', 'seminggu', 'llu', 'stlh', 'vaksin', 'pandemi', 'berpil', 'aku', 'kemarin', 'sampai', 'minggu', 'lbh', 'semoga', 'yang', 'di', 'isukan', 'berita', 'burung', 'itu', 'tentang', 'efek', 'vaksin', 'adalah', 'bohong', 'gak', 'benar', 'wlw', 'secara', 'rl', 'berpil', 'aku', 'bulan', 'kemarin', 'nyampe', 'mgg', 'lbh', 'note', 'berpil', 'is', 'bersinpilek']","['rl', 'aku', 'jg', 'vaksin', 'pandemi', 'berpil', 'mksml', 'gak', 'seminggu', 'llu', 'stlh', 'vaksin', 'pandemi', 'berpil', 'aku', 'kemarin', 'minggu', 'lbh', 'semoga', 'isukan', 'berita', 'burung', 'efek', 'vaksin', 'bohong', 'gak', 'benar', 'wlw', 'rl', 'berpil', 'aku', 'bulan', 'kemarin', 'nyampe', 'mgg', 'lbh', 'note', 'berpil', 'is', 'bersinpilek']"
1639,"Vaksin Covid: Setelah dua tahun, apa yang kita ketahui tentang keampuhan dan efek sampingnya?: Penelitian menunjukkan bahwa sebagian besar vaksinasi bisa menekan jumlah pasien rawat inap dan kematian di seluruh dunia. Namun, ini belum berarti kita sudah… https://t.co/tX4dzcZD1w",Vaksin Covid Setelah dua tahun apa yang kita ketahui tentang keampuhan dan efek sampingnya Penelitian menunjukkan bahwa sebagian besar vaksinasi bisa menekan jumlah pasien rawat inap dan kematian di seluruh dunia Namun ini belum berarti kita sudah https t co ,vaksin covid setelah dua tahun apa yang kita ketahui tentang keampuhan dan efek sampingnya penelitian menunjukkan bahwa sebagian besar vaksinasi bisa menekan jumlah pasien rawat inap dan kematian di seluruh dunia namun ini belum berarti kita sudah https t co ,vaksin covid setelah dua tahun apa yang kita ketahui tentang keampuhan dan efek sampingnya penelitian menunjukkan bahwa sebagian besar vaksinasi bisa menekan jumlah pasien rawat inap dan kematian di seluruh dunia namun ini belum berarti kita sudah https t co,"['vaksin', 'covid', 'setelah', 'dua', 'tahun', 'apa', 'yang', 'kita', 'ketahui', 'tentang', 'keampuhan', 'dan', 'efek', 'sampingnya', 'penelitian', 'menunjukkan', 'bahwa', 'sebagian', 'besar', 'vaksinasi', 'bisa', 'menekan', 'jumlah', 'pasien', 'rawat', 'inap', 'dan', 'kematian', 'di', 'seluruh', 'dunia', 'namun', 'ini', 'belum', 'berarti', 'kita', 'sudah', 'https', 't', 'co']","['vaksin', 'covid', 'tahun', 'apa', 'ketahui', 'keampuhan', 'efek', 'sampingnya', 'penelitian', 'menunjukkan', 'sebagian', 'besar', 'vaksinasi', 'menekan', 'jumlah', 'pasien', 'rawat', 'inap', 'kematian', 'seluruh', 'dunia', 'berarti', 'https', 't', 'co']"
1640,"Mereka berbohong tentang vaksin, efektivitas dan efek negatifnya, mereka berbohong tentang tes, mereka berbohong tentang virus, mereka berbohong tentang ppkm dan prokes smntra korban jiwa yang mati bukan disebabkan oleh covid tapi mereka sengaja dibunuh..",Mereka berbohong tentang vaksin efektivitas dan efek negatifnya mereka berbohong tentang tes mereka berbohong tentang virus mereka berbohong tentang ppkm dan prokes smntra korban jiwa yang mati bukan disebabkan oleh covid tapi mereka sengaja dibunuh ,mereka berbohong tentang vaksin efektivitas dan efek negatifnya mereka berbohong tentang tes mereka berbohong tentang virus mereka berbohong tentang ppkm dan prokes smntra korban jiwa yang mati bukan disebabkan oleh covid tapi mereka sengaja dibunuh ,mereka berbohong tentang vaksin efektivitas dan efek negatifnya mereka berbohong tentang tes mereka berbohong tentang virus mereka berbohong tentang ppkm dan prokes smntra korban jiwa yang mati bukan disebabkan oleh covid tapi mereka sengaja dibunuh,"['mereka', 'berbohong', 'tentang', 'vaksin', 'efektivitas', 'dan', 'efek', 'negatifnya', 'mereka', 'berbohong', 'tentang', 'tes', 'mereka', 'berbohong', 'tentang', 'virus', 'mereka', 'berbohong', 'tentang', 'ppkm', 'dan', 'prokes', 'smntra', 'korban', 'jiwa', 'yang', 'mati', 'bukan', 'disebabkan', 'oleh', 'covid', 'tapi', 'mereka', 'sengaja', 'dibunuh']","['berbohong', 'vaksin', 'efektivitas', 'efek', 'negatifnya', 'berbohong', 'tes', 'berbohong', 'virus', 'berbohong', 'ppkm', 'prokes', 'smntra', 'korban', 'jiwa', 'mati', 'bukan', 'disebabkan', 'covid', 'sengaja', 'dibunuh']"
1641,@ProfesorZubairi Efek vaksin kah, Efek vaksin kah, efek vaksin kah,efek vaksin kah,"['efek', 'vaksin', 'kah']","['efek', 'vaksin']"
1642,"Celine Dion yg kemarin terkena penyakit langka Stiff-person Syndrom karena efek Vaksin, beberapa tahun lalu meluncurkan Fashion brand untuk anak2 Gender-neutral dengan tema2 satanic.

Silakan anda saksikan sendiri fashion style yg syarat dengan satanism.

https://t.co/Dq9Q0wh2cT",Celine Dion yg kemarin terkena penyakit langka Stiff person Syndrom karena efek Vaksin beberapa tahun lalu meluncurkan Fashion brand untuk Gender neutral dengan satanic Silakan anda saksikan sendiri fashion style yg syarat dengan satanism https t co ,celine dion yg kemarin terkena penyakit langka stiff person syndrom karena efek vaksin beberapa tahun lalu meluncurkan fashion brand untuk gender neutral dengan satanic silakan anda saksikan sendiri fashion style yg syarat dengan satanism https t co ,celine dion yang kemarin terkena penyakit langka stiff person syndrom karena efek vaksin beberapa tahun lalu meluncurkan fashion brand untuk gender neutral dengan satanic silakan anda saksikan sendiri fashion style yang syarat dengan satanism https t co,"['celine', 'dion', 'yang', 'kemarin', 'terkena', 'penyakit', 'langka', 'stiff', 'person', 'syndrom', 'karena', 'efek', 'vaksin', 'beberapa', 'tahun', 'lalu', 'meluncurkan', 'fashion', 'brand', 'untuk', 'gender', 'neutral', 'dengan', 'satanic', 'silakan', 'anda', 'saksikan', 'sendiri', 'fashion', 'style', 'yang', 'syarat', 'dengan', 'satanism', 'https', 't', 'co']","['celine', 'dion', 'kemarin', 'terkena', 'penyakit', 'langka', 'stiff', 'person', 'syndrom', 'efek', 'vaksin', 'beberapa', 'tahun', 'lalu', 'meluncurkan', 'fashion', 'brand', 'gender', 'neutral', 'satanic', 'silakan', 'saksikan', 'sendiri', 'fashion', 'style', 'syarat', 'satanism', 'https', 't', 'co']"
1643,"@oxfara Efek vaksin malah kekebalan tubuh menurun Jd. Gampang sakit ,coba kaya sy ga pernah vaksin sama Skali sehat sehat aja ngga pernah sakit flu pilek ...vaksin itu sebenarnya racun tp knapa pada mau di vaksin...", Efek vaksin malah kekebalan tubuh menurun Jd Gampang sakit coba kaya sy ga pernah vaksin sama Skali sehat sehat aja ngga pernah sakit flu pilek vaksin itu sebenarnya racun tp knapa pada mau di vaksin , efek vaksin malah kekebalan tubuh menurun jd gampang sakit coba kaya sy ga pernah vaksin sama skali sehat sehat aja ngga pernah sakit flu pilek vaksin itu sebenarnya racun tp knapa pada mau di vaksin ,efek vaksin malah kekebalan tubuh menurun jd gampang sakit coba kaya saya gak pernah vaksin sama sekali sehat sehat aja gak pernah sakit flu pilek vaksin itu sebenarnya racun tp kenapa pada mau di vaksin,"['efek', 'vaksin', 'malah', 'kekebalan', 'tubuh', 'menurun', 'jd', 'gampang', 'sakit', 'coba', 'kaya', 'saya', 'gak', 'pernah', 'vaksin', 'sama', 'sekali', 'sehat', 'sehat', 'aja', 'gak', 'pernah', 'sakit', 'flu', 'pilek', 'vaksin', 'itu', 'sebenarnya', 'racun', 'tp', 'kenapa', 'pada', 'mau', 'di', 'vaksin']","['efek', 'vaksin', 'malah', 'kekebalan', 'tubuh', 'menurun', 'jd', 'gampang', 'sakit', 'coba', 'kaya', 'gak', 'pernah', 'vaksin', 'sama', 'sekali', 'sehat', 'sehat', 'aja', 'gak', 'pernah', 'sakit', 'flu', 'pilek', 'vaksin', 'sebenarnya', 'racun', 'tp', 'mau', 'vaksin']"
1644,"@Beruang99638011 @StopPlandemit @_Banyoe kenapa  ngge berpikir sebaliknya , jepang termasuk negara yg tertinggi angka vaksinasi ,  kenapa kumat lagi . berarti efek vaksinasi cuma halunasi ?  bukankah dari awal ijin vaksin baru izin darurat  ?...", kenapa ngge berpikir sebaliknya jepang termasuk negara yg tertinggi angka vaksinasi kenapa kumat lagi berarti efek vaksinasi cuma halunasi bukankah dari awal ijin vaksin baru izin darurat , kenapa ngge berpikir sebaliknya jepang termasuk negara yg tertinggi angka vaksinasi kenapa kumat lagi berarti efek vaksinasi cuma halunasi bukankah dari awal ijin vaksin baru izin darurat ,kenapa ngge berpikir sebaliknya jepang termasuk negara yang tertinggi angka vaksinasi kenapa kumat lagi berarti efek vaksinasi cuma halunasi bukankah dari awal ijin vaksin baru izin darurat,"['kenapa', 'ngge', 'berpikir', 'sebaliknya', 'jepang', 'termasuk', 'negara', 'yang', 'tertinggi', 'angka', 'vaksinasi', 'kenapa', 'kumat', 'lagi', 'berarti', 'efek', 'vaksinasi', 'cuma', 'halunasi', 'bukankah', 'dari', 'awal', 'ijin', 'vaksin', 'baru', 'izin', 'darurat']","['ngge', 'berpikir', 'sebaliknya', 'jepang', 'termasuk', 'negara', 'tertinggi', 'angka', 'vaksinasi', 'kumat', 'berarti', 'efek', 'vaksinasi', 'cuma', 'halunasi', 'bukankah', 'awal', 'ijin', 'vaksin', 'baru', 'izin', 'darurat']"
1645,@oxfara boleh ga tlg diperdalam efek vaksin sejauh ini gmana?, boleh ga tlg diperdalam efek vaksin sejauh ini gmana , boleh ga tlg diperdalam efek vaksin sejauh ini gmana ,boleh gak tolong diperdalam efek vaksin sejauh ini gimana,"['boleh', 'gak', 'tolong', 'diperdalam', 'efek', 'vaksin', 'sejauh', 'ini', 'gimana']","['gak', 'diperdalam', 'efek', 'vaksin', 'sejauh', 'gimana']"
1646,"@dr_koko28 @drpriono1 

Kok ga edukasi ke masyarakat efek samping yg mungkin terjadi akibat vaksin covid ?.. Dan bgmn cara penanganan pertama jika terjadi efek samping d kemudian hari ??... Jangan hanya dorong masyarakat buat booster aj dong... 

@MprAldo @StopPlandemit", Kok ga edukasi ke masyarakat efek samping yg mungkin terjadi akibat vaksin covid Dan bgmn cara penanganan pertama jika terjadi efek samping d kemudian hari Jangan hanya dorong masyarakat buat booster aj dong , kok ga edukasi ke masyarakat efek samping yg mungkin terjadi akibat vaksin covid dan bgmn cara penanganan pertama jika terjadi efek samping d kemudian hari jangan hanya dorong masyarakat buat booster aj dong ,kok gak edukasi ke masyarakat efek samping yang mungkin terjadi akibat vaksin covid dan bagaimana cara penanganan pertama jika terjadi efek samping d kemudian hari jangan hanya dorong masyarakat buat booster aja dong,"['kok', 'gak', 'edukasi', 'ke', 'masyarakat', 'efek', 'samping', 'yang', 'mungkin', 'terjadi', 'akibat', 'vaksin', 'covid', 'dan', 'bagaimana', 'cara', 'penanganan', 'pertama', 'jika', 'terjadi', 'efek', 'samping', 'd', 'kemudian', 'hari', 'jangan', 'hanya', 'dorong', 'masyarakat', 'buat', 'booster', 'aja', 'dong']","['kok', 'gak', 'edukasi', 'masyarakat', 'efek', 'samping', 'mungkin', 'terjadi', 'akibat', 'vaksin', 'covid', 'bagaimana', 'cara', 'penanganan', 'pertama', 'terjadi', 'efek', 'samping', 'd', 'kemudian', 'hari', 'jangan', 'dorong', 'masyarakat', 'buat', 'booster', 'aja', 'dong']"
1647,"Saya jawab.

Mereka  sdg menuai efek shedding dr virus maupun vaksin. Shedding adl partikel2 kecil dr virus yg walau sdh hancur,  di dlm tubuh, maupun berterbangan di udara, berisiko masalah kesehatan serius. 

Negara itu sdh membooster 1,2M warganya. 

https://t.co/JqXk71jZhj",Saya jawab Mereka sdg menuai efek shedding dr virus maupun vaksin Shedding adl kecil dr virus yg walau sdh hancur di dlm tubuh maupun berterbangan di udara berisiko masalah kesehatan serius Negara itu sdh membooster warganya https t co ,saya jawab mereka sdg menuai efek shedding dr virus maupun vaksin shedding adl kecil dr virus yg walau sdh hancur di dlm tubuh maupun berterbangan di udara berisiko masalah kesehatan serius negara itu sdh membooster warganya https t co ,saya jawab mereka sdg menuai efek shedding dr virus maupun vaksin shedding adalah kecil dr virus yang walau sdh hancur di dlm tubuh maupun berterbangan di udara berisiko masalah kesehatan serius negara itu sdh membooster warganya https t co,"['saya', 'jawab', 'mereka', 'sdg', 'menuai', 'efek', 'shedding', 'dr', 'virus', 'maupun', 'vaksin', 'shedding', 'adalah', 'kecil', 'dr', 'virus', 'yang', 'walau', 'sdh', 'hancur', 'di', 'dlm', 'tubuh', 'maupun', 'berterbangan', 'di', 'udara', 'berisiko', 'masalah', 'kesehatan', 'serius', 'negara', 'itu', 'sdh', 'membooster', 'warganya', 'https', 't', 'co']","['jawab', 'sdg', 'menuai', 'efek', 'shedding', 'dr', 'virus', 'maupun', 'vaksin', 'shedding', 'kecil', 'dr', 'virus', 'sdh', 'hancur', 'dlm', 'tubuh', 'maupun', 'berterbangan', 'udara', 'berisiko', 'masalah', 'kesehatan', 'serius', 'negara', 'sdh', 'membooster', 'warganya', 'https', 't', 'co']"
1648,@oxfara Rhinitis alergi sy makin parah. Karena umur mkn bertambah atau efek dr vaksin COVID yah ?, Rhinitis alergi sy makin parah Karena umur mkn bertambah atau efek dr vaksin COVID yah , rhinitis alergi sy makin parah karena umur mkn bertambah atau efek dr vaksin covid yah ,rhinitis alergi saya makin parah karena umur makin bertambah atau efek dr vaksin covid yah,"['rhinitis', 'alergi', 'saya', 'makin', 'parah', 'karena', 'umur', 'makin', 'bertambah', 'atau', 'efek', 'dr', 'vaksin', 'covid', 'yah']","['rhinitis', 'alergi', 'makin', 'parah', 'umur', 'makin', 'bertambah', 'efek', 'dr', 'vaksin', 'covid', 'yah']"
1649,"@oxfara Efek vaksin dok,,,", Efek vaksin dok , efek vaksin dok ,efek vaksin dok,"['efek', 'vaksin', 'dok']","['efek', 'vaksin', 'dok']"
